"Tool","Tool Version","Format","Issue Provider","Supported Since"
"[HtmlHint](https://htmlhint.com/){target='_blank'} :material-alert-decagram:",,"[junit](https://htmlhint.com/usage/options/#format){target='_blank'}","[Cake.Issues.JUnit](issue-providers/junit/index.md)",5.8.0
