"Tool","Tool Version","Format","Issue Provider","Supported Since"
"[commitlint](https://commitlint.js.org/){target='_blank'} :material-alert-decagram:",,"[junit](https://www.npmjs.com/package/commitlint-format-junit){target='_blank'}","[Cake.Issues.JUnit](issue-providers/junit/index.md)",5.8.0
