"Tool","Tool Version","Format","Issue Provider","Supported Since","Remarks"
"[protolint](https://github.com/yoheimuta/protolint){target='_blank'}",,[sarif](https://github.com/yoheimuta/protolint?tab=readme-ov-file#reporters),"Cake.Issues.Sarif",4.2.0,
